nome,valor,marca,categoria,loc,ano,km_rodados
JEEP COMPASS,88890,JEEP,Hatch,SP,2018,13500.0
VOLKSWAGEN GOL,21900,VOLKSWAGEN,Hatch,SP,2014,48000.0
HYUNDAI TERRACAN,36000,HYUNDAI,SUV,SP,2004,215000.0
HONDA FIT,23900,HONDA,Hatch,SP,2006,140379.0
FIAT PALIO WEEKEND,33800,FIAT,Wagon/Perua,SP,2013,125982.0
HYUNDAI HB20,34000,HYUNDAI,Hatch,SP,2013,68300.0
JEEP RENEGADE,77790,JEEP,Hatch,SP,2019,0.0
CHEVROLET SPIN,72790,CHEVROLET,Mini Van,SP,2019,17438.0
CITROEN C3 PICASSO,32500,CITROEN,Mini Van,SP,2013,50000.0
FORD FOCUS,51890,FORD,Hatch,SP,2016,75800.0
TOYOTA HILUX,83990,TOYOTA,Hatch,SP,2015,130000.0
CITROEN C3,25890,CITROEN,Hatch,SP,2013,91880.0
FIAT UNO,29790,FIAT,Hatch,SP,2013,62846.0
FORD FUSION,53000,FORD,Sedan,SP,2013,85000.0
CHEVROLET CRUZE,76999,CHEVROLET,Sedan,SP,2017,27589.0
MITSUBISHI PAJERO SPORT,46990,MITSUBISHI,Picape,SP,2010,98452.0
FIAT UNO,24500,FIAT,Hatch,SP,2014,60000.0
CHEVROLET PRISMA,18800,CHEVROLET,Sedan,SP,2010,78000.0
HYUNDAI I30,29390,HYUNDAI,Esportivo,SP,2010,168.0
TOYOTA ETIOS,35999,TOYOTA,Hatch,SP,2017,43890.0
CHEVROLET CELTA,23870,CHEVROLET,Hatch,SP,2014,101000.0
CHEVROLET ONIX,60980,CHEVROLET,Hatch,SP,2020,0.0
HYUNDAI HB20,54890,HYUNDAI,Hatch,SP,2020,0.0
HYUNDAI HB20,45500,HYUNDAI,Hatch,SP,2020,0.0
CHEVROLET PRISMA,44790,CHEVROLET,Sedan,SP,2016,64113.0
FIAT GRAND SIENA,28890,FIAT,Sedan,SP,2012,94460.0
FORD ECOSPORT,30900,FORD,Hatch,SP,2010,174378.0
HYUNDAI IX35,80000,HYUNDAI,SUV,SP,2016,50000.0
HONDA FIT,53890,HONDA,Hatch,SP,2015,45763.0
TOYOTA HILUX,159990,TOYOTA,Hatch,SP,2019,0.0
VOLKSWAGEN GOL,21800,VOLKSWAGEN,Hatch,SP,2010,179368.0
FIAT SIENA,18900,FIAT,Sedan,SP,2009,102112.0
CHEVROLET ZAFIRA,15990,CHEVROLET,Hatch,SP,2001,193000.0
JEEP RENEGADE,57000,JEEP,SUV,SP,2017,55000.0
FORD KA,45990,FORD,Hatch,SP,2019,0.0
CHEVROLET MONTANA,45460,CHEVROLET,Hatch,SP,2019,0.0
FORD FUSION,35390,FORD,Sedan,SP,2010,148775.0
HYUNDAI HB20,51999,HYUNDAI,Hatch,SP,2019,0.0
CHEVROLET EQUINOX,117990,CHEVROLET,Hatch,SP,2017,25000.0
HONDA FIT,35500,HONDA,Hatch,SP,2010,109180.0
FIAT TORO,68890,FIAT,Hatch,SP,2016,69894.0
TOYOTA COROLLA,46790,TOYOTA,Sedan,SP,2011,100523.0
RENAULT LOGAN,19830,RENAULT,Sedan,SP,2010,136850.0
FIAT UNO,21900,FIAT,Hatch,SP,2011,137804.0
JEEP RENEGADE,64790,JEEP,Utilitário,SP,2016,23833.0
HYUNDAI HB20,34000,HYUNDAI,Hatch,SP,2015,60800.0
TOYOTA ETIOS,39790,TOYOTA,Sedan,SP,2015,90000.0
RENAULT LOGAN,32600,RENAULT,Hatch,SP,2019,20000.0
FORD KA,18900,FORD,Hatch,SP,2012,34869.0
CHEVROLET ASTRA,16500,CHEVROLET,Hatch,SP,2004,132900.0
HONDA HR-V,94500,HONDA,Hatch,SP,2020,0.0
HYUNDAI HB20,45990,HYUNDAI,Hatch,SP,2020,0.0
HYUNDAI HB20,43000,HYUNDAI,Hatch,SP,2015,37932.0
VOLKSWAGEN FOX,17800,VOLKSWAGEN,Hatch,SP,2007,167724.0
VOLKSWAGEN FOX,37890,VOLKSWAGEN,Hatch,SP,2015,29483.0
FORD RANGER,113980,FORD,Hatch,SP,2019,0.0
FORD ECOSPORT,45000,FORD,SUV,SP,2013,68300.0
CHEVROLET TRACKER,50000,CHEVROLET,SUV,SP,2014,69644.0
NISSAN LIVINA,36790,NISSAN,Mini Van,SP,2014,75113.0
CHEVROLET SONIC,32890,CHEVROLET,Sedan,SP,2013,76766.0
FIAT PALIO,22900,FIAT,Hatch,SP,2016,59697.0
FORD RANGER,84900,FORD,Hatch,SP,2016,49000.0
PEUGEOT 308,30999,PEUGEOT,Hatch,SP,2013,56000.0
HYUNDAI I30,36890,HYUNDAI,Esportivo,SP,2012,38250.0
CHEVROLET ASTRA,17890,CHEVROLET,Sedan,SP,2007,144112.0
HONDA FIT,27890,HONDA,Hatch,SP,2008,101274.0
FIAT PUNTO,29890,FIAT,Hatch,SP,2014,84515.0
FORD ECOSPORT,22999,FORD,Hatch,SP,2007,89900.0
FIAT PALIO WEEKEND,31890,FIAT,Wagon/Perua,SP,2011,82365.0
PEUGEOT 206,11800,PEUGEOT,Hatch,SP,2007,180000.0
HONDA CIVIC,36790,HONDA,Sedan,SP,2011,148553.0
BMW X1,80999,BMW,SUV,SP,2015,87700.0
CHEVROLET CLASSIC,21899,CHEVROLET,Hatch,SP,2012,64890.0
FIAT PALIO WEEKEND,17990,FIAT,Wagon/Perua,SP,2004,148422.0
TOYOTA COROLLA,51890,TOYOTA,Sedan,SP,2013,66123.0
HONDA FIT,22890,HONDA,Hatch,SP,2006,110333.0
FIAT GRAND SIENA,35890,FIAT,Hatch,SP,2014,68789.0
CHEVROLET AGILE,28790,CHEVROLET,Hatch,SP,2012,111533.0
FORD FOCUS,16000,FORD,Sedan,SP,2004,141500.0
FORD FIESTA,24899,FORD,Hatch,SP,2014,73490.0
FIAT TORO,119990,FIAT,Hatch,SP,2020,0.0
HONDA FIT,44790,HONDA,Mini Van,SP,2014,92643.0
FIAT BRAVO,25900,FIAT,Hatch,SP,2011,158552.0
CHEVROLET PRISMA,40890,CHEVROLET,Hatch,SP,2018,27683.0
CHEVROLET ONIX,65990,CHEVROLET,Hatch,SP,2020,0.0
NISSAN SENTRA,65790,NISSAN,Sedan,SP,2019,15939.0
FORD FOCUS,31790,FORD,Hatch,SP,2013,98113.0
HYUNDAI I30,31990,HYUNDAI,Hatch,SP,2011,129000.0
NISSAN VERSA,55900,NISSAN,Hatch,SP,2020,0.0
HYUNDAI HB20S,54790,HYUNDAI,Hatch,SP,2017,37557.0
FIAT DUCATO,103990,FIAT,Hatch,SP,2018,0.0
NISSAN SENTRA,45790,NISSAN,Sedan,SP,2014,76113.0
HONDA CIVIC,54790,HONDA,Hatch,SP,2014,71064.0
HYUNDAI HB20,46490,HYUNDAI,Hatch,SP,2018,32695.0
VOLVO XC60,45000,VOLVO,SUV,SP,2011,86000.0
CITROEN XSARA PICASSO,24900,CITROEN,SUV,SP,2011,98624.0
CHEVROLET SPIN,42790,CHEVROLET,Mini Van,SP,2014,54925.0
MERCEDES-BENZ C 180,119000,MERCEDES-BENZ,Sedan,SP,2018,12000.0
CHEVROLET PRISMA,37890,CHEVROLET,Hatch,SP,2014,73681.0
CHEVROLET ASTRA,22000,CHEVROLET,Sedan,SP,2009,115142.0
HONDA CR-V,30900,HONDA,SUV,SP,2007,219000.0
HONDA HR-V,74890,HONDA,SUV,SP,2017,69608.0
HYUNDAI HB20,35890,HYUNDAI,Hatch,SP,2014,53875.0
NISSAN VERSA,36899,NISSAN,Hatch,SP,2016,65416.0
HYUNDAI HB20,42500,HYUNDAI,Hatch,SP,2020,0.0
RENAULT KWID,34890,RENAULT,Hatch,SP,2017,40000.0
RENAULT SANDERO,35700,RENAULT,Hatch,SP,2019,15966.0
RENAULT SANDERO,30999,RENAULT,Hatch,SP,2015,58000.0
TOYOTA COROLLA,199000,TOYOTA,Hatch,SP,2019,0.0
VOLKSWAGEN VOYAGE,32999,VOLKSWAGEN,Hatch,SP,2015,63000.0
TOYOTA COROLLA,67900,TOYOTA,Hatch,SP,2017,27000.0
CHEVROLET ASTRA,28000,CHEVROLET,Hatch,SP,2010,63689.0
FORD FIESTA,28000,FORD,Sedan,SP,2010,163415.0
CHEVROLET CORSA,24900,CHEVROLET,Hatch,SP,2010,184334.0
JEEP COMPASS,146000,JEEP,Hatch,SP,2020,0.0
CHEVROLET CRUZE,51900,CHEVROLET,Sedan,SP,2014,50000.0
RENAULT SANDERO,23900,RENAULT,Hatch,SP,2010,127000.0
HYUNDAI IX35,78900,HYUNDAI,Hatch,SP,2016,24500.0
JEEP COMPASS,88900,JEEP,Hatch,SP,2016,29000.0
FIAT TORO,80890,FIAT,Hatch,SP,2018,23150.0
VOLKSWAGEN FOX,27890,VOLKSWAGEN,Hatch,SP,2013,84800.0
JEEP RENEGADE,66790,JEEP,Utilitário,SP,2017,34567.0
NISSAN VERSA,49900,NISSAN,Hatch,SP,2017,37000.0
TOYOTA COROLLA,44900,TOYOTA,Sedan,SP,2010,110221.0
NISSAN SENTRA,92900,NISSAN,Hatch,SP,2019,0.0
RENAULT KWID,41490,RENAULT,Hatch,SP,2019,0.0
NISSAN FRONTIER,132500,NISSAN,Hatch,SP,2020,0.0
HYUNDAI HB20,35790,HYUNDAI,Hatch,SP,2015,71113.0
CHEVROLET PRISMA,51890,CHEVROLET,Sedan,SP,2016,45000.0
JEEP RENEGADE,77790,JEEP,Hatch,SP,2019,0.0
FORD ECOSPORT,75880,FORD,Hatch,SP,2019,0.0
NISSAN MARCH,32000,NISSAN,Hatch,SP,2017,44000.0
CHERY TIGGO2,59790,CHERY,Utilitário,SP,2019,2087.0
NISSAN LIVINA,32900,NISSAN,Wagon/Perua,SP,2012,71349.0
CHEVROLET ONIX,31000,CHEVROLET,Hatch,SP,2012,106500.0
PEUGEOT 207,16490,PEUGEOT,Hatch,SP,2011,118586.0
FIAT STRADA,38890,FIAT,Hatch,SP,2011,125164.0
VOLKSWAGEN FOX,35890,VOLKSWAGEN,Hatch,SP,2014,69500.0
NISSAN VERSA,39890,NISSAN,Sedan,SP,2019,39000.0
AUDI A3,34999,AUDI,Hatch,SP,2007,152000.0
FIAT STRADA,46000,FIAT,Picape,SP,2013,116300.0
CHEVROLET MERIVA,24999,CHEVROLET,Mini Van,SP,2011,64855.0
FORD KA,35990,FORD,Hatch,SP,2017,10000.0
FIAT TORO,106900,FIAT,Hatch,SP,2018,260.0
JEEP COMPASS,106890,JEEP,Hatch,SP,2019,0.0
FORD FOCUS,69990,FORD,Hatch,SP,2017,20000.0
FIAT GRAND SIENA,28900,FIAT,Hatch,SP,2012,104703.0
CHEVROLET CORSA,16890,CHEVROLET,Sedan,SP,2008,287053.0
CHEVROLET CAPTIVA,45900,CHEVROLET,Esportivo,SP,2011,94630.0
CHEVROLET SONIC,30999,CHEVROLET,Sedan,SP,2012,87000.0
FIAT IDEA,34890,FIAT,Hatch,SP,2015,45600.0
FIAT UNO,31890,FIAT,Hatch,SP,2017,41438.0
TOYOTA COROLLA,25000,TOYOTA,Sedan,SP,2005,169700.0
HONDA FIT,37900,HONDA,Hatch,SP,2011,105155.0
HYUNDAI AZERA,50900,HYUNDAI,Sedan,SP,2011,99000.0
FORD ECOSPORT,56790,FORD,Utilitário,SP,2017,23213.0
VOLKSWAGEN CROSSFOX,46790,VOLKSWAGEN,Hatch,SP,2015,84113.0
NISSAN FRONTIER,109990,NISSAN,Hatch,SP,2019,0.0
VOLKSWAGEN SAVEIRO,22890,VOLKSWAGEN,Utilitário,SP,1996,59666.0
NISSAN SENTRA,49900,NISSAN,Hatch,SP,2016,74017.0
WILLYS JEEP,32000,WILLYS,Hatch,SP,1964,106000.0
CHEVROLET CORSA,15800,CHEVROLET,Sedan,SP,2007,256000.0
VOLKSWAGEN PASSAT VARIANT,67000,VOLKSWAGEN,Wagon/Perua,SP,2013,58000.0
JEEP COMPASS,163900,JEEP,Hatch,SP,2020,0.0
AUDI A4,68990,AUDI,Hatch,SP,2014,44040.0
FORD FIESTA,24000,FORD,Sedan,SP,2012,117400.0
CHEVROLET VECTRA,23890,CHEVROLET,Hatch,SP,2008,136851.0
CHEVROLET MERIVA,23000,CHEVROLET,Sedan,SP,2009,80371.0
JAC J2,23900,JAC,Hatch,SP,2013,57547.0
CHEVROLET MERIVA,16800,CHEVROLET,Hatch,SP,2004,10000.0
HYUNDAI TUCSON,39890,HYUNDAI,Hatch,SP,2013,70420.0
KIA CERATO,60890,KIA,Hatch,SP,2017,42454.0
HONDA HR-V,87860,HONDA,Hatch,SP,2020,0.0
TOYOTA COROLLA,122900,TOYOTA,Hatch,SP,2019,0.0
TOYOTA COROLLA,45900,TOYOTA,Hatch,SP,2010,63000.0
JEEP RENEGADE,77790,JEEP,Hatch,SP,2019,0.0
FORD RANGER,133900,FORD,Hatch,SP,2019,0.0
FIAT STRADA,44890,FIAT,Hatch,SP,2015,80107.0
RENAULT CLIO,14900,RENAULT,Sedan,SP,2005,71705.0
MERCEDES-BENZ E 250,69000,MERCEDES-BENZ,Sedan,SP,2011,73400.0
HONDA CIVIC,105500,HONDA,Hatch,SP,2019,0.0
CHEVROLET CRUZE,69890,CHEVROLET,Hatch,SP,2018,26688.0
CITROEN C3,33000,CITROEN,Hatch,SP,2012,40800.0
HYUNDAI HB20,45000,HYUNDAI,Hatch,SP,2015,55854.0
FORD FIESTA,31490,FORD,Hatch,SP,2013,46735.0
RENAULT DUSTER,55390,RENAULT,Hatch,SP,2018,32250.0
HONDA CITY,72500,HONDA,Hatch,SP,2020,0.0
FORD ECOSPORT,19000,FORD,Mini Van,SP,2004,133000.0
FORD FOCUS,16500,FORD,Hatch,SP,2007,127000.0
VOLKSWAGEN GOLF,55990,VOLKSWAGEN,Hatch,SP,2015,44000.0
RENAULT LOGAN,37380,RENAULT,Hatch,SP,2019,15965.0
NISSAN MARCH,25890,NISSAN,Hatch,SP,2011,81781.0
AUDI A3,84999,AUDI,Sedan,SP,2018,25199.0
FORD FIESTA,36000,FORD,Hatch,SP,2013,57242.0
FORD KA+,36390,FORD,Sedan,SP,2018,18685.0
HYUNDAI HB20,43890,HYUNDAI,Hatch,SP,2020,0.0
CHEVROLET SPIN,48990,CHEVROLET,Mini Van,SP,2015,79914.0
VOLKSWAGEN VIRTUS,74390,VOLKSWAGEN,Hatch,SP,2019,0.0
RENAULT DUSTER,62890,RENAULT,Hatch,SP,2018,25250.0
RENAULT CLIO,14800,RENAULT,Hatch,SP,2011,127700.0
HONDA CITY,41790,HONDA,Sedan,SP,2012,103163.0
JEEP RENEGADE,75560,JEEP,Hatch,SP,2018,39384.0
VOLKSWAGEN FOX,28500,VOLKSWAGEN,Hatch,SP,2013,129200.0
MITSUBISHI ASX,69890,MITSUBISHI,SUV,SP,2016,33140.0
FORD ECOSPORT,51790,FORD,Utilitário,SP,2016,60037.0
HYUNDAI TUCSON,30890,HYUNDAI,SUV,SP,2009,108950.0
JEEP COMPASS,105500,JEEP,Hatch,SP,2019,0.0
VOLKSWAGEN SAVEIRO,63900,VOLKSWAGEN,Hatch,SP,2020,0.0
FORD KA,44500,FORD,Hatch,SP,2019,100.0
VOLKSWAGEN GOL,17890,VOLKSWAGEN,Hatch,SP,1986,44635.0
VOLKSWAGEN POLO,103390,VOLKSWAGEN,Hatch,SP,2020,0.0
CHEVROLET AGILE,24800,CHEVROLET,Hatch,SP,2009,107000.0
HYUNDAI HB20S,52999,HYUNDAI,Hatch,SP,2019,0.0
MERCEDES-BENZ C 180,68999,MERCEDES-BENZ,Hatch,SP,2013,70000.0
CHEVROLET PRISMA,24900,CHEVROLET,Sedan,SP,2011,129327.0
FORD KA,32890,FORD,Hatch,SP,2014,91648.0
HONDA CIVIC,54800,HONDA,Hatch,SP,2013,100464.0
NISSAN SENTRA,93500,NISSAN,Hatch,SP,2020,0.0
JEEP RENEGADE,54900,JEEP,Hatch,SP,2015,73000.0
VOLKSWAGEN POLO,32000,VOLKSWAGEN,Hatch,SP,2012,43400.0
JEEP COMPASS,163490,JEEP,Hatch,SP,2019,0.0
CHEVROLET CORSA,21990,CHEVROLET,Hatch,SP,2008,123452.0
CHEVROLET CORSA,19890,CHEVROLET,Hatch,SP,2008,116477.0
CITROEN AIRCROSS,37890,CITROEN,Hatch,SP,2014,52750.0
FORD ECOSPORT,68890,FORD,Hatch,SP,2018,19250.0
HONDA FIT,59790,HONDA,Mini Van,SP,2018,21792.0
CHEVROLET ONIX,36890,CHEVROLET,Hatch,SP,2018,13787.0
BMW 120I,84990,BMW,Hatch,SP,2015,44000.0
HYUNDAI HB20,32900,HYUNDAI,Utilitário,SP,2016,82000.0
TOYOTA COROLLA,72790,TOYOTA,Sedan,SP,2016,37216.0
FIAT STRADA,54890,FIAT,Hatch,SP,2018,35091.0
CHEVROLET ONIX,55970,CHEVROLET,Hatch,SP,2020,0.0
CITROEN C3 PICASSO,27790,CITROEN,Mini Van,SP,2012,79563.0
RENAULT DUSTER,38790,RENAULT,Utilitário,SP,2013,83953.0
FORD FIESTA,13890,FORD,Hatch,SP,2005,132989.0
HYUNDAI TUCSON,50990,HYUNDAI,Utilitário,SP,2015,59007.0
NISSAN LIVINA,24000,NISSAN,Mini Van,SP,2009,170500.0
HYUNDAI IX35,89000,HYUNDAI,SUV,SP,2018,16100.0
CHEVROLET TRACKER,50000,CHEVROLET,SUV,SP,2014,69644.0
VOLKSWAGEN FOX,20890,VOLKSWAGEN,Hatch,SP,2008,87145.0
RENAULT DUSTER,77990,RENAULT,SUV,SP,2019,
FIAT DUCATO,143990,FIAT,Hatch,SP,2018,0.0
CHEVROLET S-10,123480,CHEVROLET,Hatch,SP,2019,0.0
CHEVROLET ONIX,66890,CHEVROLET,Hatch,SP,2019,0.0
BMW M235I,190000,BMW,COUPE,SP,2014,21651.0
FORD FIESTA,38790,FORD,Hatch,SP,2015,65399.0
FORD KA+,44790,FORD,Sedan,SP,2018,27520.0
HYUNDAI IX35,77900,HYUNDAI,Hatch,SP,2016,39850.0
HONDA FIT,68490,HONDA,Hatch,SP,2019,0.0
NISSAN VERSA,47999,NISSAN,Hatch,SP,2017,20980.0
TOYOTA COROLLA,57790,TOYOTA,Sedan,SP,2014,91810.0
FORD ECOSPORT,51790,FORD,Utilitário,SP,2015,43385.0
NISSAN VERSA,33790,NISSAN,Sedan,SP,2013,106113.0
FORD FIESTA,32900,FORD,Hatch,SP,2013,65000.0
AUDI A4,68900,AUDI,Sedan,SP,2013,45411.0
RENAULT KWID,39900,RENAULT,Hatch,SP,2019,0.0
CHEVROLET ONIX,34800,CHEVROLET,Hatch,SP,2012,118697.0
NISSAN VERSA,32900,NISSAN,Sedan,SP,2012,120486.0
FORD ECOSPORT,18899,FORD,Hatch,SP,2004,100.0
HYUNDAI TUCSON,29900,HYUNDAI,SUV,SP,2010,130.0
MITSUBISHI PAJERO TR4,33900,MITSUBISHI,SUV,SP,2008,127035.0
NISSAN VERSA,34890,NISSAN,Sedan,SP,2017,60000.0
CHEVROLET CELTA,21900,CHEVROLET,Hatch,SP,2012,136036.0
NISSAN VERSA,47890,NISSAN,Hatch,SP,2017,38102.0
HYUNDAI GRAND SANTA FE,94500,HYUNDAI,Hatch,SP,2014,74000.0
FORD KA,66790,FORD,Hatch,SP,2019,0.0
VOLKSWAGEN VOYAGE,42890,VOLKSWAGEN,Hatch,SP,2018,30628.0
CHEVROLET ONIX,39790,CHEVROLET,Hatch,SP,2019,18503.0
CHEVROLET ONIX,36890,CHEVROLET,Hatch,SP,2018,11500.0
TOYOTA HILUX,142990,TOYOTA,Hatch,SP,2020,0.0
FORD ECOSPORT,34800,FORD,Hatch,SP,2012,100610.0
CHEVROLET CORSA,21790,CHEVROLET,Hatch,SP,2008,97231.0
KIA SPORTAGE,59000,KIA,SUV,SP,2012,54000.0
FIAT PALIO,12800,FIAT,Hatch,SP,2002,210000.0
TOYOTA COROLLA,25000,TOYOTA,Sedan,SP,2005,170000.0
TOYOTA HILUX,110000,TOYOTA,Picape,SP,2012,164000.0
CHEVROLET CRUZE,46790,CHEVROLET,Hatch,SP,2013,52765.0
CHEVROLET CRUZE,77790,CHEVROLET,Sedan,SP,2019,27103.0
RENAULT CLIO,20000,RENAULT,Hatch,SP,2013,98500.0
FIAT STRADA,36890,FIAT,Picape,SP,2010,134150.0
CHEVROLET ZAFIRA,24890,CHEVROLET,SUV,SP,2007,112000.0
KIA SPORTAGE,114790,KIA,Hatch,SP,2019,0.0
TOYOTA HILUX,192490,TOYOTA,Hatch,SP,2019,0.0
FORD KA,36500,FORD,Hatch,SP,2017,55546.0
HYUNDAI HB20S,49890,HYUNDAI,Hatch,SP,2020,0.0
RENAULT LOGAN,21900,RENAULT,Sedan,SP,2010,116500.0
FIAT MOBI,33590,FIAT,Hatch,SP,2019,0.0
HONDA HR-V,87860,HONDA,Hatch,SP,2020,0.0
HONDA CIVIC,51790,HONDA,Sedan,SP,2014,101213.0
FIAT STRADA,33999,FIAT,Hatch,SP,2013,98000.0
FIAT TORO,88500,FIAT,Hatch,SP,2019,0.0
NISSAN KICKS,77900,NISSAN,Hatch,SP,2019,0.0
VOLKSWAGEN GOL,13900,VOLKSWAGEN,Hatch,SP,2006,226653.0
TOYOTA HILUX SW4,129990,TOYOTA,Hatch,SP,2014,130000.0
HONDA HR-V,67000,HONDA,SUV,SP,2015,76000.0
FORD FIESTA,21900,FORD,Hatch,SP,2011,130018.0
VOLKSWAGEN FOX,28500,VOLKSWAGEN,Hatch,SP,2011,75300.0
KIA SPORTAGE,69790,KIA,Utilitário,SP,2015,57502.0
FIAT GRAND SIENA,32000,FIAT,Sedan,SP,2014,70000.0
CHEVROLET PRISMA,43900,CHEVROLET,Sedan,SP,2016,50652.0
MITSUBISHI OUTLANDER,51500,MITSUBISHI,SUV,SP,2012,80000.0
HYUNDAI TUCSON,38000,HYUNDAI,SUV,SP,2012,104000.0
VOLKSWAGEN GOL,30900,VOLKSWAGEN,Hatch,SP,2014,101676.0
VOLVO XC60,108890,VOLVO,Hatch,SP,2014,69380.0
CHEVROLET S-10,149890,CHEVROLET,Hatch,SP,2019,0.0
FORD ECOSPORT,29000,FORD,Mini Van,SP,2009,110500.0
CHEVROLET CRUZE,69890,CHEVROLET,Hatch,SP,2018,26601.0
JEEP CHEROKEE,74000,JEEP,SUV,SP,2012,70000.0
FORD FIESTA,24000,FORD,Sedan,SP,2011,89300.0
HONDA HR-V,69790,HONDA,Utilitário,SP,2016,24291.0
JEEP COMPASS,146000,JEEP,Hatch,SP,2020,0.0
LAND ROVER FREELANDER,35900,LAND ROVER,Hatch,SP,2008,72000.0
FORD KA,65290,FORD,Hatch,SP,2019,0.0
CHEVROLET VECTRA,24900,CHEVROLET,Hatch,SP,2006,84000.0
CHEVROLET ONIX,38890,CHEVROLET,Hatch,SP,2018,28950.0
CHEVROLET AGILE,24990,CHEVROLET,Hatch,SP,2010,102574.0
FORD KA,39790,FORD,Hatch,SP,2019,25370.0
FIAT STRADA,54890,FIAT,Hatch,SP,2018,19000.0
CHEVROLET ONIX,36890,CHEVROLET,Hatch,SP,2018,34574.0
AUDI A3,82990,AUDI,Sedan,SP,2013,37909.0
CHEVROLET CAPTIVA,49990,CHEVROLET,Utilitário,SP,2013,43477.0
RENAULT CAPTUR,65990,RENAULT,Utilitário,SP,2017,27304.0
NISSAN SENTRA,63890,NISSAN,Hatch,SP,2017,37048.0
CHEVROLET SPIN,41890,CHEVROLET,Hatch,SP,2012,19300.0
VOLKSWAGEN FOX,29890,VOLKSWAGEN,Hatch,SP,2013,58400.0
HYUNDAI HB20,50890,HYUNDAI,Hatch,SP,2018,31012.0
RENAULT CAPTUR,65890,RENAULT,Hatch,SP,2017,45910.0
FIAT STRADA,39890,FIAT,Hatch,SP,2017,29835.0
FORD KA,40490,FORD,Hatch,SP,2018,23017.0
HONDA FIT,72990,HONDA,Hatch,SP,2020,0.0
LAND ROVER DISCOVERY SPORT,124990,LAND ROVER,Hatch,SP,2015,45000.0
VOLKSWAGEN POLO,52490,VOLKSWAGEN,Hatch,SP,2020,0.0
HYUNDAI HB20,33790,HYUNDAI,Hatch,SP,2014,80673.0
JEEP COMPASS,93790,JEEP,Utilitário,SP,2018,31843.0
TOYOTA COROLLA,55000,TOYOTA,Sedan,SP,2013,108100.0
HYUNDAI HB20S,56790,HYUNDAI,Sedan,SP,2017,23878.0
HONDA CIVIC,52900,HONDA,Sedan,SP,2012,149869.0
HYUNDAI IX35,45900,HYUNDAI,SUV,SP,2010,115485.0
RENAULT KWID,33490,RENAULT,Hatch,SP,2018,26460.0
NISSAN VERSA,51790,NISSAN,Sedan,SP,2018,32523.0
VOLKSWAGEN GOL,13900,VOLKSWAGEN,Hatch,SP,2007,129501.0
CHEVROLET COBALT,54990,CHEVROLET,Sedan,SP,2019,34822.0
CHEVROLET EQUINOX,144860,CHEVROLET,Hatch,SP,2019,0.0
TOYOTA HILUX,159900,TOYOTA,Hatch,SP,2019,0.0
MITSUBISHI ASX,66990,MITSUBISHI,Utilitário,SP,2016,65577.0
VOLKSWAGEN SPACEFOX,32900,VOLKSWAGEN,Hatch,SP,2012,156789.0
CHEVROLET EQUINOX,123990,CHEVROLET,Hatch,SP,2019,0.0
CHEVROLET PRISMA,38900,CHEVROLET,Sedan,SP,2014,110700.0
CHEVROLET AGILE,24890,CHEVROLET,Hatch,SP,2010,110000.0
PEUGEOT 308,42000,PEUGEOT,Hatch,SP,2013,60537.0
FORD RANGER,220900,FORD,Hatch,SP,2020,0.0
NISSAN FRONTIER,131890,NISSAN,Hatch,SP,2020,0.0
CHEVROLET S-10,117980,CHEVROLET,Hatch,SP,2019,0.0
VOLKSWAGEN SAVEIRO,40890,VOLKSWAGEN,Hatch,SP,2018,12890.0
RENAULT CLIO,12990,RENAULT,Sedan,SP,2006,242000.0
RENAULT CAPTUR,72790,RENAULT,Utilitário,SP,2019,14360.0
CHEVROLET PRISMA,51890,CHEVROLET,Sedan,SP,2016,70000.0
HYUNDAI HB20,51900,HYUNDAI,Hatch,SP,2020,0.0
HONDA HR-V,104400,HONDA,Hatch,SP,2020,0.0
VOLKSWAGEN POLO,75200,VOLKSWAGEN,Hatch,SP,2019,0.0
CHEVROLET AGILE,25790,CHEVROLET,Hatch,SP,2010,72293.0
HONDA CITY,52790,HONDA,Sedan,SP,2015,57645.0
NISSAN VERSA,57890,NISSAN,Hatch,SP,2020,0.0
NISSAN VERSA,64800,NISSAN,Hatch,SP,2020,0.0
HYUNDAI HB20,63980,HYUNDAI,Hatch,SP,2019,0.0
HONDA CITY,71780,HONDA,Hatch,SP,2020,0.0
HONDA CIVIC,98100,HONDA,Hatch,SP,2019,0.0
JEEP RENEGADE,98790,JEEP,Hatch,SP,2019,0.0
JEEP RENEGADE,126900,JEEP,Hatch,SP,2019,0.0
HYUNDAI HB20,71980,HYUNDAI,Hatch,SP,2020,0.0
FORD FOCUS,61800,FORD,Hatch,SP,2017,35300.0
HONDA FIT,35790,HONDA,Mini Van,SP,2010,117547.0
CITROEN C3 PICASSO,27900,CITROEN,Hatch,SP,2011,93898.0
FIAT GRAND SIENA,30900,FIAT,Hatch,SP,2012,126235.0
FORD FUSION,25890,FORD,Sedan,SP,2008,160000.0
VOLKSWAGEN VOYAGE,23900,VOLKSWAGEN,Sedan,SP,2011,149665.0
FIAT SIENA,22800,FIAT,Hatch,SP,2010,135886.0
NISSAN SENTRA,31999,NISSAN,Sedan,SP,2008,46845.0
TOYOTA ETIOS,36900,TOYOTA,Sedan,SP,2014,118687.0
AUDI Q3,84890,AUDI,Esportivo,SP,2014,87000.0
VOLKSWAGEN GOLF,43900,VOLKSWAGEN,Hatch,SP,2013,112573.0
FIAT PUNTO,33870,FIAT,Hatch,SP,2013,135000.0
